Out-OriginStation,Out-DestinationStation,Out-Departure,Out-Arrival,Out-Duration,Out-JourneyMode,Out-Stops,Out-Carriers,Out-OperatingCarriers,Out-Directionality,Out-FlightNumbers,Inb-OriginStation,Inb-DestinationStation,Inb-Departure,Inb-Arrival,Inb-Duration,Inb-JourneyMode,Inb-Stops,Inb-Carriers,Inb-OperatingCarriers,Inb-Directionality,Inb-FlightNumbers,cheapestPrice,haul,index,query_Locale,query_Currency,query_Adults,query_CabinClass,query_Timestamp,query_DateType
LHR,EWR,2020-02-15T08:00:00,2020-02-15T11:15:00,495,Flight,[],['Austrian Airlines'],['United'],Outbound,"[{'FlightNumber': '7791', 'CarrierId': 1523}]",EWR,LHR,2020-02-15T21:00:00,2020-02-16T09:10:00,430,Flight,[],['Austrian Airlines'],['United'],Inbound,"[{'FlightNumber': '7800', 'CarrierId': 1523}]",1089.03,LH,6,en-GB,GBP,1,economy,2019-10-11 08:36:33,date + 90 days
LHR,EWR,2020-02-15T12:00:00,2020-02-15T15:25:00,505,Flight,[],['Austrian Airlines'],['United'],Outbound,"[{'FlightNumber': '7795', 'CarrierId': 1523}]",EWR,LHR,2020-02-15T22:00:00,2020-02-16T10:15:00,435,Flight,[],['Austrian Airlines'],['United'],Inbound,"[{'FlightNumber': '7794', 'CarrierId': 1523}]",1089.03,LH,7,en-GB,GBP,1,economy,2019-10-11 08:36:33,date + 90 days
LHR,EWR,2020-02-15T12:00:00,2020-02-15T15:25:00,505,Flight,[],['Austrian Airlines'],['United'],Outbound,"[{'FlightNumber': '7795', 'CarrierId': 1523}]",EWR,LHR,2020-02-15T18:00:00,2020-02-16T06:20:00,440,Flight,[],['Austrian Airlines'],['United'],Inbound,"[{'FlightNumber': '7798', 'CarrierId': 1523}]",1089.03,LH,8,en-GB,GBP,1,economy,2019-10-11 08:36:33,date + 90 days
LHR,EWR,2020-02-15T12:00:00,2020-02-15T15:25:00,505,Flight,[],['Austrian Airlines'],['United'],Outbound,"[{'FlightNumber': '7795', 'CarrierId': 1523}]",EWR,LHR,2020-02-15T21:00:00,2020-02-16T09:10:00,430,Flight,[],['Austrian Airlines'],['United'],Inbound,"[{'FlightNumber': '7800', 'CarrierId': 1523}]",1089.03,LH,9,en-GB,GBP,1,economy,2019-10-11 08:36:33,date + 90 days
LHR,EWR,2020-02-15T10:00:00,2020-02-15T13:25:00,505,Flight,[],['Austrian Airlines'],['United'],Outbound,"[{'FlightNumber': '7793', 'CarrierId': 1523}]",EWR,LHR,2020-02-15T21:00:00,2020-02-16T09:10:00,430,Flight,[],['Austrian Airlines'],['United'],Inbound,"[{'FlightNumber': '7800', 'CarrierId': 1523}]",1091.41,LH,10,en-GB,GBP,1,economy,2019-10-11 08:36:33,date + 90 days
LHR,EWR,2020-02-15T10:00:00,2020-02-15T13:25:00,505,Flight,[],['Austrian Airlines'],['United'],Outbound,"[{'FlightNumber': '7793', 'CarrierId': 1523}]",EWR,LHR,2020-02-15T22:00:00,2020-02-16T10:15:00,435,Flight,[],['Austrian Airlines'],['United'],Inbound,"[{'FlightNumber': '7794', 'CarrierId': 1523}]",1091.41,LH,11,en-GB,GBP,1,economy,2019-10-11 08:36:33,date + 90 days
LHR,EWR,2020-02-15T08:00:00,2020-02-15T11:15:00,495,Flight,[],['Air Canada'],['United'],Outbound,"[{'FlightNumber': '5424', 'CarrierId': 835}]",EWR,LHR,2020-02-15T18:00:00,2020-02-16T06:20:00,440,Flight,[],['Air Canada'],['United'],Inbound,"[{'FlightNumber': '5254', 'CarrierId': 835}]",1107.53,LH,12,en-GB,GBP,1,economy,2019-10-11 08:36:33,date + 90 days
LHR,EWR,2020-02-15T10:00:00,2020-02-15T13:25:00,505,Flight,[],['Air Canada'],['United'],Outbound,"[{'FlightNumber': '5803', 'CarrierId': 835}]",EWR,LHR,2020-02-15T18:00:00,2020-02-16T06:20:00,440,Flight,[],['Air Canada'],['United'],Inbound,"[{'FlightNumber': '5254', 'CarrierId': 835}]",1107.53,LH,13,en-GB,GBP,1,economy,2019-10-11 08:36:33,date + 90 days
LHR,EWR,2020-02-15T12:00:00,2020-02-15T15:25:00,505,Flight,[],['Air Canada'],['United'],Outbound,"[{'FlightNumber': '5157', 'CarrierId': 835}]",EWR,LHR,2020-02-15T18:00:00,2020-02-16T06:20:00,440,Flight,[],['Air Canada'],['United'],Inbound,"[{'FlightNumber': '5254', 'CarrierId': 835}]",1107.53,LH,14,en-GB,GBP,1,economy,2019-10-11 08:36:33,date + 90 days
LHR,EWR,2020-02-15T10:50:00,2020-02-15T14:00:00,490,Flight,[],['Iberia'],['British Airways'],Outbound,"[{'FlightNumber': '7382', 'CarrierId': 1218}]",EWR,LHR,2020-02-15T21:30:00,2020-02-16T09:10:00,400,Flight,[],['British Airways'],['British Airways'],Inbound,"[{'FlightNumber': '188', 'CarrierId': 881}]",1151.02,LH,15,en-GB,GBP,1,economy,2019-10-11 08:36:33,date + 90 days
LHR,EWR,2020-02-15T10:50:00,2020-02-15T14:00:00,490,Flight,[],['Iberia'],['British Airways'],Outbound,"[{'FlightNumber': '7382', 'CarrierId': 1218}]",EWR,LHR,2020-02-15T18:40:00,2020-02-16T06:30:00,410,Flight,[],['British Airways'],['British Airways'],Inbound,"[{'FlightNumber': '184', 'CarrierId': 881}]",1151.02,LH,16,en-GB,GBP,1,economy,2019-10-11 08:36:33,date + 90 days
LHR,EWR,2020-02-15T16:30:00,2020-02-15T19:40:00,490,Flight,[],['British Airways'],['British Airways'],Outbound,"[{'FlightNumber': '189', 'CarrierId': 881}]",EWR,LHR,2020-02-15T21:30:00,2020-02-16T09:10:00,400,Flight,[],['British Airways'],['British Airways'],Inbound,"[{'FlightNumber': '188', 'CarrierId': 881}]",1159.34,LH,17,en-GB,GBP,1,economy,2019-10-11 08:36:33,date + 90 days
LHR,EWR,2020-02-15T10:50:00,2020-02-15T14:00:00,490,Flight,[],['British Airways'],['British Airways'],Outbound,"[{'FlightNumber': '185', 'CarrierId': 881}]",EWR,LHR,2020-02-15T18:40:00,2020-02-16T06:30:00,410,Flight,[],['Iberia'],['British Airways'],Inbound,"[{'FlightNumber': '7381', 'CarrierId': 1218}]",1169.68,LH,18,en-GB,GBP,1,economy,2019-10-11 08:36:33,date + 90 days
LHR,EWR,2020-02-15T10:50:00,2020-02-15T14:00:00,490,Flight,[],['British Airways'],['British Airways'],Outbound,"[{'FlightNumber': '185', 'CarrierId': 881}]",EWR,LHR,2020-02-15T21:30:00,2020-02-16T09:10:00,400,Flight,[],['Iberia'],['British Airways'],Inbound,"[{'FlightNumber': '7383', 'CarrierId': 1218}]",1169.68,LH,19,en-GB,GBP,1,economy,2019-10-11 08:36:33,date + 90 days
LHR,EWR,2020-02-15T10:50:00,2020-02-15T14:00:00,490,Flight,[],['Iberia'],['British Airways'],Outbound,"[{'FlightNumber': '7382', 'CarrierId': 1218}]",EWR,LHR,2020-02-15T18:40:00,2020-02-16T06:30:00,410,Flight,[],['Iberia'],['British Airways'],Inbound,"[{'FlightNumber': '7381', 'CarrierId': 1218}]",1177.25,LH,20,en-GB,GBP,1,economy,2019-10-11 08:36:33,date + 90 days
LHR,EWR,2020-02-15T10:50:00,2020-02-15T14:00:00,490,Flight,[],['Iberia'],['British Airways'],Outbound,"[{'FlightNumber': '7382', 'CarrierId': 1218}]",EWR,LHR,2020-02-15T21:30:00,2020-02-16T09:10:00,400,Flight,[],['Iberia'],['British Airways'],Inbound,"[{'FlightNumber': '7383', 'CarrierId': 1218}]",1177.25,LH,21,en-GB,GBP,1,economy,2019-10-11 08:36:33,date + 90 days
LHR,EWR,2020-02-15T10:50:00,2020-02-15T14:00:00,490,Flight,[],['Finnair'],['British Airways'],Outbound,"[{'FlightNumber': '5485', 'CarrierId': 857}]",EWR,LHR,2020-02-15T18:40:00,2020-02-16T06:30:00,410,Flight,[],['British Airways'],['British Airways'],Inbound,"[{'FlightNumber': '184', 'CarrierId': 881}]",1178,LH,22,en-GB,GBP,1,economy,2019-10-11 08:36:33,date + 90 days
LHR,EWR,2020-02-15T10:50:00,2020-02-15T14:00:00,490,Flight,[],['Finnair'],['British Airways'],Outbound,"[{'FlightNumber': '5485', 'CarrierId': 857}]",EWR,LHR,2020-02-15T18:40:00,2020-02-16T06:30:00,410,Flight,[],['Iberia'],['British Airways'],Inbound,"[{'FlightNumber': '7381', 'CarrierId': 1218}]",1178,LH,23,en-GB,GBP,1,economy,2019-10-11 08:36:33,date + 90 days
LHR,EWR,2020-02-15T10:50:00,2020-02-15T14:00:00,490,Flight,[],['Finnair'],['British Airways'],Outbound,"[{'FlightNumber': '5485', 'CarrierId': 857}]",EWR,LHR,2020-02-15T21:30:00,2020-02-16T09:10:00,400,Flight,[],['British Airways'],['British Airways'],Inbound,"[{'FlightNumber': '188', 'CarrierId': 881}]",1178,LH,24,en-GB,GBP,1,economy,2019-10-11 08:36:33,date + 90 days
LHR,EWR,2020-02-15T10:50:00,2020-02-15T14:00:00,490,Flight,[],['Finnair'],['British Airways'],Outbound,"[{'FlightNumber': '5485', 'CarrierId': 857}]",EWR,LHR,2020-02-15T21:30:00,2020-02-16T09:10:00,400,Flight,[],['Iberia'],['British Airways'],Inbound,"[{'FlightNumber': '7383', 'CarrierId': 1218}]",1178,LH,25,en-GB,GBP,1,economy,2019-10-11 08:36:33,date + 90 days
LHR,EWR,2020-02-15T10:50:00,2020-02-15T14:00:00,490,Flight,[],['Finnair'],['British Airways'],Outbound,"[{'FlightNumber': '5485', 'CarrierId': 857}]",EWR,LHR,2020-02-15T21:30:00,2020-02-16T09:10:00,400,Flight,[],['Finnair'],['British Airways'],Inbound,"[{'FlightNumber': '5488', 'CarrierId': 857}]",1183.48,LH,26,en-GB,GBP,1,economy,2019-10-11 08:36:33,date + 90 days
LHR,EWR,2020-02-15T10:50:00,2020-02-15T14:00:00,490,Flight,[],['Finnair'],['British Airways'],Outbound,"[{'FlightNumber': '5485', 'CarrierId': 857}]",EWR,LHR,2020-02-15T18:40:00,2020-02-16T06:30:00,410,Flight,[],['Finnair'],['British Airways'],Inbound,"[{'FlightNumber': '5484', 'CarrierId': 857}]",1183.48,LH,27,en-GB,GBP,1,economy,2019-10-11 08:36:33,date + 90 days
LHR,EWR,2020-02-15T16:30:00,2020-02-15T19:40:00,490,Flight,[],['Iberia'],['British Airways'],Outbound,"[{'FlightNumber': '7384', 'CarrierId': 1218}]",EWR,LHR,2020-02-15T21:30:00,2020-02-16T09:10:00,400,Flight,[],['Iberia'],['British Airways'],Inbound,"[{'FlightNumber': '7383', 'CarrierId': 1218}]",1196.02,LH,28,en-GB,GBP,1,economy,2019-10-11 08:36:33,date + 90 days
LHR,EWR,2020-02-15T16:30:00,2020-02-15T19:40:00,490,Flight,[],['Finnair'],['British Airways'],Outbound,"[{'FlightNumber': '5489', 'CarrierId': 857}]",EWR,LHR,2020-02-15T21:30:00,2020-02-16T09:10:00,400,Flight,[],['Iberia'],['British Airways'],Inbound,"[{'FlightNumber': '7383', 'CarrierId': 1218}]",1196.02,LH,29,en-GB,GBP,1,economy,2019-10-11 08:36:33,date + 90 days
LHR,EWR,2019-11-10T08:00:00,2019-11-10T11:15:00,495,Flight,[],['United'],['United'],Outbound,"[{'FlightNumber': '883', 'CarrierId': 1793}]",EWR,LHR,2019-11-17T18:00:00,2019-11-18T06:20:00,440,Flight,[],['United'],['United'],Inbound,"[{'FlightNumber': '110', 'CarrierId': 1793}]",496.37,LH,0,en-US,USD,1,economy,2019-10-11 08:36:37,date
LHR,EWR,2019-11-10T08:00:00,2019-11-10T11:15:00,495,Flight,[],['United'],['United'],Outbound,"[{'FlightNumber': '883', 'CarrierId': 1793}]",EWR,LHR,2019-11-17T22:00:00,2019-11-18T10:15:00,435,Flight,[],['United'],['United'],Inbound,"[{'FlightNumber': '940', 'CarrierId': 1793}]",496.37,LH,1,en-US,USD,1,economy,2019-10-11 08:36:37,date
LHR,EWR,2019-11-10T08:00:00,2019-11-10T11:15:00,495,Flight,[],['United'],['United'],Outbound,"[{'FlightNumber': '883', 'CarrierId': 1793}]",EWR,LHR,2019-11-17T21:00:00,2019-11-18T09:10:00,430,Flight,[],['United'],['United'],Inbound,"[{'FlightNumber': '16', 'CarrierId': 1793}]",496.37,LH,2,en-US,USD,1,economy,2019-10-11 08:36:37,date
LHR,EWR,2019-11-10T08:00:00,2019-11-10T11:15:00,495,Flight,[],['United'],['United'],Outbound,"[{'FlightNumber': '883', 'CarrierId': 1793}]",EWR,LHR,2019-11-17T18:45:00,2019-11-18T06:55:00,430,Flight,[],['United'],['United'],Inbound,"[{'FlightNumber': '14', 'CarrierId': 1793}]",496.37,LH,3,en-US,USD,1,economy,2019-10-11 08:36:37,date
LHR,EWR,2019-11-10T16:30:00,2019-11-10T19:40:00,490,Flight,[],['British Airways'],['British Airways'],Outbound,"[{'FlightNumber': '189', 'CarrierId': 881}]",EWR,LHR,2019-11-17T21:30:00,2019-11-18T09:10:00,400,Flight,[],['British Airways'],['British Airways'],Inbound,"[{'FlightNumber': '188', 'CarrierId': 881}]",502.37,LH,4,en-US,USD,1,economy,2019-10-11 08:36:37,date
LHR,EWR,2019-11-10T10:50:00,2019-11-10T14:00:00,490,Flight,[],['Iberia'],['British Airways'],Outbound,"[{'FlightNumber': '7382', 'CarrierId': 1218}]",EWR,LHR,2019-11-17T18:40:00,2019-11-18T06:30:00,410,Flight,[],['Iberia'],['British Airways'],Inbound,"[{'FlightNumber': '7381', 'CarrierId': 1218}]",502.37,LH,5,en-US,USD,1,economy,2019-10-11 08:36:37,date
LHR,EWR,2019-11-10T10:50:00,2019-11-10T14:00:00,490,Flight,[],['Iberia'],['British Airways'],Outbound,"[{'FlightNumber': '7382', 'CarrierId': 1218}]",EWR,LHR,2019-11-17T21:30:00,2019-11-18T09:10:00,400,Flight,[],['Iberia'],['British Airways'],Inbound,"[{'FlightNumber': '7383', 'CarrierId': 1218}]",502.37,LH,6,en-US,USD,1,economy,2019-10-11 08:36:37,date
LHR,EWR,2019-11-10T10:50:00,2019-11-10T14:00:00,490,Flight,[],['British Airways'],['British Airways'],Outbound,"[{'FlightNumber': '185', 'CarrierId': 881}]",EWR,LHR,2019-11-17T18:40:00,2019-11-18T06:30:00,410,Flight,[],['British Airways'],['British Airways'],Inbound,"[{'FlightNumber': '184', 'CarrierId': 881}]",502.37,LH,7,en-US,USD,1,economy,2019-10-11 08:36:37,date
LHR,EWR,2019-11-10T10:50:00,2019-11-10T14:00:00,490,Flight,[],['British Airways'],['British Airways'],Outbound,"[{'FlightNumber': '185', 'CarrierId': 881}]",EWR,LHR,2019-11-17T21:30:00,2019-11-18T09:10:00,400,Flight,[],['British Airways'],['British Airways'],Inbound,"[{'FlightNumber': '188', 'CarrierId': 881}]",502.37,LH,8,en-US,USD,1,economy,2019-10-11 08:36:37,date
LHR,EWR,2019-11-10T16:30:00,2019-11-10T19:40:00,490,Flight,[],['Iberia'],['British Airways'],Outbound,"[{'FlightNumber': '7384', 'CarrierId': 1218}]",EWR,LHR,2019-11-17T21:30:00,2019-11-18T09:10:00,400,Flight,[],['Iberia'],['British Airways'],Inbound,"[{'FlightNumber': '7383', 'CarrierId': 1218}]",502.37,LH,9,en-US,USD,1,economy,2019-10-11 08:36:37,date
LHR,EWR,2019-11-10T16:30:00,2019-11-10T19:40:00,490,Flight,[],['Iberia'],['British Airways'],Outbound,"[{'FlightNumber': '7384', 'CarrierId': 1218}]",EWR,LHR,2019-11-17T18:40:00,2019-11-18T06:30:00,410,Flight,[],['Iberia'],['British Airways'],Inbound,"[{'FlightNumber': '7381', 'CarrierId': 1218}]",502.37,LH,10,en-US,USD,1,economy,2019-10-11 08:36:37,date
LHR,EWR,2019-11-10T16:30:00,2019-11-10T19:40:00,490,Flight,[],['British Airways'],['British Airways'],Outbound,"[{'FlightNumber': '189', 'CarrierId': 881}]",EWR,LHR,2019-11-17T18:40:00,2019-11-18T06:30:00,410,Flight,[],['British Airways'],['British Airways'],Inbound,"[{'FlightNumber': '184', 'CarrierId': 881}]",502.37,LH,11,en-US,USD,1,economy,2019-10-11 08:36:37,date
LHR,EWR,2019-11-10T16:30:00,2019-11-10T19:40:00,490,Flight,[],['British Airways'],['British Airways'],Outbound,"[{'FlightNumber': '189', 'CarrierId': 881}]",EWR,LHR,2019-11-17T21:30:00,2019-11-18T09:10:00,400,Flight,[],['Finnair'],['British Airways'],Inbound,"[{'FlightNumber': '5488', 'CarrierId': 857}]",509.37,LH,12,en-US,USD,1,economy,2019-10-11 08:36:37,date
LHR,EWR,2019-11-10T10:50:00,2019-11-10T14:00:00,490,Flight,[],['Iberia'],['British Airways'],Outbound,"[{'FlightNumber': '7382', 'CarrierId': 1218}]",EWR,LHR,2019-11-17T21:30:00,2019-11-18T09:10:00,400,Flight,[],['Finnair'],['British Airways'],Inbound,"[{'FlightNumber': '5488', 'CarrierId': 857}]",509.37,LH,13,en-US,USD,1,economy,2019-10-11 08:36:37,date
LHR,EWR,2019-11-10T10:50:00,2019-11-10T14:00:00,490,Flight,[],['Iberia'],['British Airways'],Outbound,"[{'FlightNumber': '7382', 'CarrierId': 1218}]",EWR,LHR,2019-11-17T18:40:00,2019-11-18T06:30:00,410,Flight,[],['British Airways'],['British Airways'],Inbound,"[{'FlightNumber': '184', 'CarrierId': 881}]",509.37,LH,14,en-US,USD,1,economy,2019-10-11 08:36:37,date
LHR,EWR,2019-11-10T16:30:00,2019-11-10T19:40:00,490,Flight,[],['Iberia'],['British Airways'],Outbound,"[{'FlightNumber': '7384', 'CarrierId': 1218}]",EWR,LHR,2019-11-17T21:30:00,2019-11-18T09:10:00,400,Flight,[],['Finnair'],['British Airways'],Inbound,"[{'FlightNumber': '5488', 'CarrierId': 857}]",509.37,LH,15,en-US,USD,1,economy,2019-10-11 08:36:37,date
LHR,EWR,2019-11-10T16:30:00,2019-11-10T19:40:00,490,Flight,[],['British Airways'],['British Airways'],Outbound,"[{'FlightNumber': '189', 'CarrierId': 881}]",EWR,LHR,2019-11-17T21:30:00,2019-11-18T09:10:00,400,Flight,[],['Iberia'],['British Airways'],Inbound,"[{'FlightNumber': '7383', 'CarrierId': 1218}]",509.37,LH,16,en-US,USD,1,economy,2019-10-11 08:36:37,date
LHR,EWR,2019-11-10T10:50:00,2019-11-10T14:00:00,490,Flight,[],['British Airways'],['British Airways'],Outbound,"[{'FlightNumber': '185', 'CarrierId': 881}]",EWR,LHR,2019-11-17T21:30:00,2019-11-18T09:10:00,400,Flight,[],['Finnair'],['British Airways'],Inbound,"[{'FlightNumber': '5488', 'CarrierId': 857}]",509.37,LH,17,en-US,USD,1,economy,2019-10-11 08:36:37,date
LHR,EWR,2019-11-10T10:50:00,2019-11-10T14:00:00,490,Flight,[],['British Airways'],['British Airways'],Outbound,"[{'FlightNumber': '185', 'CarrierId': 881}]",EWR,LHR,2019-11-17T21:30:00,2019-11-18T09:10:00,400,Flight,[],['Iberia'],['British Airways'],Inbound,"[{'FlightNumber': '7383', 'CarrierId': 1218}]",509.37,LH,18,en-US,USD,1,economy,2019-10-11 08:36:37,date
LHR,EWR,2019-11-10T16:30:00,2019-11-10T19:40:00,490,Flight,[],['British Airways'],['British Airways'],Outbound,"[{'FlightNumber': '189', 'CarrierId': 881}]",EWR,LHR,2019-11-17T18:40:00,2019-11-18T06:30:00,410,Flight,[],['Iberia'],['British Airways'],Inbound,"[{'FlightNumber': '7381', 'CarrierId': 1218}]",509.37,LH,19,en-US,USD,1,economy,2019-10-11 08:36:37,date
LHR,EWR,2019-11-10T08:00:00,2019-11-10T11:15:00,495,Flight,[],['United'],['United'],Outbound,"[{'FlightNumber': '883', 'CarrierId': 1793}]",EWR,LHR,2019-11-17T08:30:00,2019-11-17T20:35:00,425,Flight,[],['United'],['United'],Inbound,"[{'FlightNumber': '934', 'CarrierId': 1793}]",526.37,LH,20,en-US,USD,1,economy,2019-10-11 08:36:37,date
LHR,EWR,2019-11-10T10:50:00,2019-11-10T14:00:00,490,Flight,[],['British Airways'],['British Airways'],Outbound,"[{'FlightNumber': '185', 'CarrierId': 881}]",EWR,LHR,2019-11-17T18:40:00,2019-11-18T06:30:00,410,Flight,[],['Iberia'],['British Airways'],Inbound,"[{'FlightNumber': '7381', 'CarrierId': 1218}]",527.45,LH,21,en-US,USD,1,economy,2019-10-11 08:36:37,date
LHR,EWR,2019-11-10T10:50:00,2019-11-10T14:00:00,490,Flight,[],['Iberia'],['British Airways'],Outbound,"[{'FlightNumber': '7382', 'CarrierId': 1218}]",EWR,LHR,2019-11-17T18:40:00,2019-11-18T06:30:00,410,Flight,[],['Finnair'],['British Airways'],Inbound,"[{'FlightNumber': '5484', 'CarrierId': 857}]",539.37,LH,22,en-US,USD,1,economy,2019-10-11 08:36:37,date
LHR,EWR,2019-11-10T16:30:00,2019-11-10T19:40:00,490,Flight,[],['Iberia'],['British Airways'],Outbound,"[{'FlightNumber': '7384', 'CarrierId': 1218}]",EWR,LHR,2019-11-17T18:40:00,2019-11-18T06:30:00,410,Flight,[],['Finnair'],['British Airways'],Inbound,"[{'FlightNumber': '5484', 'CarrierId': 857}]",539.37,LH,23,en-US,USD,1,economy,2019-10-11 08:36:37,date
LHR,EWR,2019-11-10T10:50:00,2019-11-10T14:00:00,490,Flight,[],['British Airways'],['British Airways'],Outbound,"[{'FlightNumber': '185', 'CarrierId': 881}]",EWR,LHR,2019-11-17T18:40:00,2019-11-18T06:30:00,410,Flight,[],['Finnair'],['British Airways'],Inbound,"[{'FlightNumber': '5484', 'CarrierId': 857}]",539.37,LH,24,en-US,USD,1,economy,2019-10-11 08:36:37,date
LHR,EWR,2019-11-10T16:30:00,2019-11-10T19:40:00,490,Flight,[],['British Airways'],['British Airways'],Outbound,"[{'FlightNumber': '189', 'CarrierId': 881}]",EWR,LHR,2019-11-17T18:40:00,2019-11-18T06:30:00,410,Flight,[],['Finnair'],['British Airways'],Inbound,"[{'FlightNumber': '5484', 'CarrierId': 857}]",539.37,LH,25,en-US,USD,1,economy,2019-10-11 08:36:37,date
LHR,EWR,2019-11-10T16:05:00,2019-11-10T19:30:00,505,Flight,[],['KLM'],['Virgin Atlantic'],Outbound,"[{'FlightNumber': '4818', 'CarrierId': 1324}]",EWR,LHR,2019-11-17T21:45:00,2019-11-18T09:45:00,420,Flight,[],['KLM'],['Virgin Atlantic'],Inbound,"[{'FlightNumber': '4819', 'CarrierId': 1324}]",608.25,LH,26,en-US,USD,1,economy,2019-10-11 08:36:37,date
LHR,EWR,2019-11-10T16:05:00,2019-11-10T19:30:00,505,Flight,[],['Air France'],['Virgin Atlantic'],Outbound,"[{'FlightNumber': '6750', 'CarrierId': 838}]",EWR,LHR,2019-11-17T21:45:00,2019-11-18T09:45:00,420,Flight,[],['Air France'],['Virgin Atlantic'],Inbound,"[{'FlightNumber': '6751', 'CarrierId': 838}]",608.25,LH,27,en-US,USD,1,economy,2019-10-11 08:36:37,date
LHR,EWR,2019-11-10T16:05:00,2019-11-10T19:30:00,505,Flight,[],['KLM'],['Virgin Atlantic'],Outbound,"[{'FlightNumber': '4818', 'CarrierId': 1324}]",EWR,LHR,2019-11-17T21:45:00,2019-11-18T09:45:00,420,Flight,[],['Air France'],['Virgin Atlantic'],Inbound,"[{'FlightNumber': '6751', 'CarrierId': 838}]",608.25,LH,28,en-US,USD,1,economy,2019-10-11 08:36:37,date
LHR,EWR,2019-11-10T16:05:00,2019-11-10T19:30:00,505,Flight,[],['Virgin Atlantic'],['Virgin Atlantic'],Outbound,"[{'FlightNumber': '1', 'CarrierId': 1859}]",EWR,LHR,2019-11-17T21:45:00,2019-11-18T09:45:00,420,Flight,[],['Virgin Atlantic'],['Virgin Atlantic'],Inbound,"[{'FlightNumber': '2', 'CarrierId': 1859}]",676.74,LH,29,en-US,USD,1,economy,2019-10-11 08:36:37,date
LHR,EWR,2020-02-15T10:00:00,2020-02-15T13:25:00,505,Flight,[],['United'],['United'],Outbound,"[{'FlightNumber': '15', 'CarrierId': 1793}]",EWR,LHR,2020-02-15T18:00:00,2020-02-16T06:20:00,440,Flight,[],['United'],['United'],Inbound,"[{'FlightNumber': '110', 'CarrierId': 1793}]",342.77,LH,0,en-US,USD,1,economy,2019-10-11 08:36:39,date + 90 days
LHR,EWR,2020-02-15T08:00:00,2020-02-15T11:15:00,495,Flight,[],['United'],['United'],Outbound,"[{'FlightNumber': '883', 'CarrierId': 1793}]",EWR,LHR,2020-02-15T18:00:00,2020-02-16T06:20:00,440,Flight,[],['United'],['United'],Inbound,"[{'FlightNumber': '110', 'CarrierId': 1793}]",342.77,LH,1,en-US,USD,1,economy,2019-10-11 08:36:39,date + 90 days
LHR,EWR,2020-02-15T10:50:00,2020-02-15T14:00:00,490,Flight,[],['Iberia'],['British Airways'],Outbound,"[{'FlightNumber': '7382', 'CarrierId': 1218}]",EWR,LHR,2020-02-15T18:40:00,2020-02-16T06:30:00,410,Flight,[],['Iberia'],['British Airways'],Inbound,"[{'FlightNumber': '7381', 'CarrierId': 1218}]",361.37,LH,2,en-US,USD,1,economy,2019-10-11 08:36:39,date + 90 days
LHR,EWR,2020-02-15T10:50:00,2020-02-15T14:00:00,490,Flight,[],['Iberia'],['British Airways'],Outbound,"[{'FlightNumber': '7382', 'CarrierId': 1218}]",EWR,LHR,2020-02-15T21:30:00,2020-02-16T09:10:00,400,Flight,[],['Iberia'],['British Airways'],Inbound,"[{'FlightNumber': '7383', 'CarrierId': 1218}]",361.37,LH,3,en-US,USD,1,economy,2019-10-11 08:36:39,date + 90 days
LHR,EWR,2020-02-15T10:50:00,2020-02-15T14:00:00,490,Flight,[],['British Airways'],['British Airways'],Outbound,"[{'FlightNumber': '185', 'CarrierId': 881}]",EWR,LHR,2020-02-15T18:40:00,2020-02-16T06:30:00,410,Flight,[],['British Airways'],['British Airways'],Inbound,"[{'FlightNumber': '184', 'CarrierId': 881}]",361.37,LH,4,en-US,USD,1,economy,2019-10-11 08:36:39,date + 90 days
LHR,EWR,2020-02-15T10:50:00,2020-02-15T14:00:00,490,Flight,[],['British Airways'],['British Airways'],Outbound,"[{'FlightNumber': '185', 'CarrierId': 881}]",EWR,LHR,2020-02-15T21:30:00,2020-02-16T09:10:00,400,Flight,[],['British Airways'],['British Airways'],Inbound,"[{'FlightNumber': '188', 'CarrierId': 881}]",361.37,LH,5,en-US,USD,1,economy,2019-10-11 08:36:39,date + 90 days
LHR,EWR,2020-02-15T10:50:00,2020-02-15T14:00:00,490,Flight,[],['Iberia'],['British Airways'],Outbound,"[{'FlightNumber': '7382', 'CarrierId': 1218}]",EWR,LHR,2020-02-15T18:40:00,2020-02-16T06:30:00,410,Flight,[],['British Airways'],['British Airways'],Inbound,"[{'FlightNumber': '184', 'CarrierId': 881}]",368.37,LH,6,en-US,USD,1,economy,2019-10-11 08:36:39,date + 90 days
LHR,EWR,2020-02-15T10:50:00,2020-02-15T14:00:00,490,Flight,[],['British Airways'],['British Airways'],Outbound,"[{'FlightNumber': '185', 'CarrierId': 881}]",EWR,LHR,2020-02-15T21:30:00,2020-02-16T09:10:00,400,Flight,[],['Iberia'],['British Airways'],Inbound,"[{'FlightNumber': '7383', 'CarrierId': 1218}]",368.37,LH,7,en-US,USD,1,economy,2019-10-11 08:36:39,date + 90 days
LHR,EWR,2020-02-15T10:50:00,2020-02-15T14:00:00,490,Flight,[],['British Airways'],['British Airways'],Outbound,"[{'FlightNumber': '185', 'CarrierId': 881}]",EWR,LHR,2020-02-15T18:40:00,2020-02-16T06:30:00,410,Flight,[],['Iberia'],['British Airways'],Inbound,"[{'FlightNumber': '7381', 'CarrierId': 1218}]",368.45,LH,8,en-US,USD,1,economy,2019-10-11 08:36:39,date + 90 days
